VC, 2020-01-01, 0, 0, 0, 0, 0, 0
VC, 2020-01-02, 0, 0, 0, 0, 0, 0
VC, 2020-01-03, 0, 0, 0, 0, 0, 0
VC, 2020-01-04, 0, 0, 0, 0, 0, 0
VC, 2020-01-05, 0, 0, 0, 0, 0, 0
VC, 2020-01-06, 0, 0, 0, 0, 0, 0
VC, 2020-01-07, 0, 0, 0, 0, 0, 0
VC, 2020-01-08, 0, 0, 0, 0, 0, 0
VC, 2020-01-09, 0, 0, 0, 0, 0, 0
VC, 2020-01-10, 0, 0, 0, 0, 0, 0
VC, 2020-01-11, 0, 0, 0, 0, 0, 0
VC, 2020-01-12, 0, 0, 0, 0, 0, 0
VC, 2020-01-13, 0, 0, 0, 0, 0, 0
VC, 2020-01-14, 0, 0, 0, 0, 0, 0
VC, 2020-01-15, 0, 0, 0, 0, 0, 0
VC, 2020-01-16, 0, 0, 0, 0, 0, 0
VC, 2020-01-17, 0, 0, 0, 0, 0, 0
VC, 2020-01-18, 0, 0, 0, 0, 0, 0
VC, 2020-01-19, 0, 0, 0, 0, 0, 0
VC, 2020-01-20, 0, 0, 0, 0, 0, 0
VC, 2020-01-21, 0, 0, 0, 0, 0, 0
VC, 2020-01-22, 0, 0, 0, 0, 0, 0
VC, 2020-01-23, 0, 0, 0, 0, 0, 0
VC, 2020-01-24, 0, 0, 0, 0, 0, 0
VC, 2020-01-25, 0, 0, 0, 0, 0, 0
VC, 2020-01-26, 0, 0, 0, 0, 0, 0
VC, 2020-01-27, 0, 0, 0, 0, 0, 0
VC, 2020-01-28, 0, 0, 0, 0, 0, 0
VC, 2020-01-29, 0, 0, 0, 0, 0, 0
VC, 2020-01-30, 0, 0, 0, 0, 0, 0
VC, 2020-01-31, 0, 0, 0, 0, 0, 0
VC, 2020-02-01, 1, 1, 0, 0, 0, 0
VC, 2020-02-02, 0, 0, 0, 0, 0, 0
VC, 2020-02-03, 1, 1, 0, 0, 0, 0
VC, 2020-02-04, 0, 0, 0, 0, 0, 0
VC, 2020-02-05, 0, 0, 0, 0, 0, 0
VC, 2020-02-06, 2, 1, 0, 0, 0, 1
VC, 2020-02-07, 0, 0, 0, 0, 0, 0
VC, 2020-02-08, 0, 0, 0, 0, 0, 0
VC, 2020-02-09, 0, 0, 0, 0, 0, 0
VC, 2020-02-10, 1, 1, 0, 0, 0, 0
VC, 2020-02-11, 1, 1, 0, 0, 0, 0
VC, 2020-02-12, 1, 1, 0, 0, 0, 0
VC, 2020-02-13, 1, 1, 0, 0, 0, 0
VC, 2020-02-14, 2, 2, 0, 0, 0, 0
VC, 2020-02-15, 4, 4, 0, 0, 0, 0
VC, 2020-02-16, 1, 1, 0, 0, 0, 0
VC, 2020-02-17, 3, 2, 0, 0, 0, 1
VC, 2020-02-18, 1, 1, 0, 0, 0, 0
VC, 2020-02-19, 1, 1, 0, 0, 0, 0
VC, 2020-02-20, 3, 2, 0, 0, 0, 1
VC, 2020-02-21, 2, 2, 0, 0, 0, 0
VC, 2020-02-22, 2, 2, 0, 0, 0, 0
VC, 2020-02-23, 5, 5, 0, 0, 0, 0
VC, 2020-02-24, 14, 13, 0, 0, 0, 1
VC, 2020-02-25, 8, 8, 0, 0, 0, 0
VC, 2020-02-26, 8, 7, 0, 0, 0, 1
VC, 2020-02-27, 15, 14, 0, 0, 0, 1
VC, 2020-02-28, 22, 22, 0, 0, 0, 0
VC, 2020-02-29, 14, 13, 0, 0, 0, 1
VC, 2020-03-01, 38, 33, 2, 0, 0, 3
VC, 2020-03-02, 38, 35, 1, 0, 0, 2
VC, 2020-03-03, 28, 25, 0, 0, 0, 3
VC, 2020-03-04, 35, 32, 0, 0, 0, 3
VC, 2020-03-05, 47, 46, 0, 0, 0, 1
VC, 2020-03-06, 68, 64, 2, 0, 0, 2
VC, 2020-03-07, 74, 71, 1, 0, 0, 2
VC, 2020-03-08, 103, 99, 2, 0, 0, 2
VC, 2020-03-09, 168, 157, 5, 0, 0, 6
VC, 2020-03-10, 279, 265, 5, 0, 0, 9
VC, 2020-03-11, 274, 261, 5, 0, 0, 8
VC, 2020-03-12, 366, 357, 4, 0, 0, 5
VC, 2020-03-13, 453, 432, 3, 0, 0, 18
VC, 2020-03-14, 463, 440, 3, 0, 0, 20
VC, 2020-03-15, 480, 448, 6, 0, 0, 26
VC, 2020-03-16, 592, 564, 11, 0, 0, 17
VC, 2020-03-17, 517, 497, 2, 0, 0, 18
VC, 2020-03-18, 499, 469, 10, 0, 0, 20
VC, 2020-03-19, 471, 451, 9, 1, 0, 10
VC, 2020-03-20, 526, 498, 12, 0, 0, 16
VC, 2020-03-21, 423, 406, 7, 0, 0, 10
